,output
3644,0
3645,0
3646,0
3648,0
3649,1
3650,1
3651,0
3652,0
3653,1
3654,0
3655,0
3658,1
3659,1
3660,0
3661,0
3662,1
3663,0
3664,0
3665,0
3666,2
3668,0
3669,0
3670,0
3672,1
3673,1
3674,0
3676,0
3680,2
3682,1
3684,0
3685,0
3686,1
3687,1
3688,1
3689,0
3690,1
3691,1
3692,0
3693,1
3694,0
3695,2
3696,0
3697,1
3698,0
3699,1
3700,1
3701,1
3702,0
3703,0
3704,2
3705,1
3707,1
3708,1
3709,0
3711,1
3713,0
3715,0
3716,1
3717,0
3718,1
3719,0
3720,0
3721,0
3722,0
3723,0
3724,1
3725,1
3728,0
3729,1
3730,1
3731,0
3732,1
3733,1
3734,0
3735,1
3736,1
3737,1
3738,1
3739,0
3741,2
3745,1
3746,1
3747,0
3748,1
3749,0
3751,0
3753,1
3754,1
3755,0
3756,0
3757,0
3759,2
3760,1
3761,1
3762,1
3763,1
3764,1
3765,0
3767,0
3770,1
3771,1
3772,0
3773,2
3774,0
3775,1
3776,0
3777,1
3778,0
3779,1
3781,1
3782,1
3784,0
3787,0
3788,0
3789,0
3790,0
3791,0
3792,0
3793,0
3794,1
3795,1
3796,1
3797,0
3798,1
3800,1
3801,1
3803,1
3805,1
3806,1
3807,0
3810,1
3812,1
3813,1
3814,1
3816,1
3817,1
3819,0
3820,1
3821,0
3822,1
3823,0
3825,0
3826,1
3828,1
3830,1
3831,1
3832,0
3833,2
3834,1
3835,0
3836,1
3837,1
3840,1
3841,1
3843,2
3846,1
3847,1
3848,1
3849,1
3850,0
3851,0
3852,0
3853,1
3854,1
3855,0
3856,1
3857,1
3859,0
3860,0
3861,2
3862,1
3863,1
3864,1
3865,1
3866,1
3867,0
3871,1
3873,0
3874,0
3875,1
3876,0
3877,0
3879,1
3883,1
3884,2
3886,0
3888,0
3889,0
3891,1
3892,2
3893,0
3894,0
3895,0
3896,1
3897,0
3898,1
3901,0
3902,1
3905,0
3906,1
3907,0
3908,0
3909,1
3910,0
3911,2
3912,1
3913,1
3914,1
3915,0
3917,1
3918,1
3919,1
3921,1
3922,1
3923,1
3924,1
3926,1
3929,2
3930,1
3931,0
3932,1
3934,1
3935,0
3936,1
3937,1
3939,0
3940,0
3941,1
3942,1
3943,0
3944,1
3945,1
3946,1
3947,0
3948,1
3950,0
3951,1
3952,0
3954,0
3957,0
3958,0
3959,1
3961,0
3962,2
3963,1
3964,1
3965,1
3967,0
3968,1
3969,1
3971,0
3974,1
3975,0
3976,1
3978,1
3979,0
3981,1
3983,0
3986,2
3987,1
3988,0
3989,1
3990,1
3991,1
3992,1
3993,0
3994,1
3995,1
3996,1
3997,1
3998,1
3999,1
4000,1
4001,0
4002,1
4003,2
4004,0
4005,1
4006,1
4007,2
4009,1
4010,1
4011,0
4012,0
4014,0
4015,1
4016,1
4017,0
4018,1
4019,0
4020,1
4021,1
4022,1
4024,1
4025,1
4026,1
4027,1
4028,0
4029,0
4030,0
4031,2
4032,1
4034,1
4035,1
4036,2
4038,1
4039,1
4040,1
4042,1
4043,0
4044,1
4045,1
4046,1
4047,1
4050,0
4051,1
4052,0
4054,1
4057,0
4058,1
4060,0
4062,1
4063,1
4064,1
4065,1
4066,1
4067,1
4068,0
4069,2
4070,0
4072,1
4073,0
4074,1
4075,2
4076,0
4077,0
4079,1
4080,0
4081,1
4082,1
4083,0
4085,0
4088,1
4090,0
4091,0
4092,0
4093,0
4095,1
4096,0
4097,0
4098,1
4100,1
4101,2
4102,1
4103,0
4104,1
4106,1
4107,0
4111,1
4112,0
4113,1
4114,0
4115,0
4117,1
4118,0
4119,0
4121,1
4122,1
4124,1
4125,2
4126,1
4127,1
4128,1
4129,1
4130,1
4131,1
4132,1
4133,1
4134,1
4137,1
4138,1
4139,1
4140,0
4141,2
4142,0
4143,1
4144,0
4145,0
4146,0
4147,0
4148,1
4149,0
4150,0
4151,1
4154,0
4155,0
4156,1
4157,1
4159,1
4160,2
4161,0
4162,1
4163,1
4164,1
4165,1
4166,1
4167,1
4168,0
4170,0
4171,1
4175,1
4176,0
4177,1
4178,2
4179,0
4180,1
4182,1
4184,0
4186,1
4187,2
4188,1
4189,0
4190,0
4191,2
4192,1
4195,1
4196,1
4197,1
4198,0
4199,0
4200,1
4201,0
4202,1
4203,0
4204,1
4206,0
4208,0
4209,0
4211,0
4214,1
4215,0
4216,1
4217,1
4218,0
4220,2
4221,0
4222,0
4223,1
4224,1
4225,0
4227,2
4228,1
4229,1
4230,1
4231,0
4232,1
4233,0
4234,0
4235,0
4236,1
4237,0
4239,1
4240,1
4241,0
4242,0
4243,1
4244,1
4245,0
4246,1
4247,1
4248,1
4249,1
4250,2
4254,0
4255,1
4256,1
4257,1
4258,1
4260,1
4261,1
4262,1
4264,1
4265,1
4266,1
4268,2
4269,0
4270,1
4271,1
4272,2
4273,0
4274,2
4275,1
4278,1
4279,0
4280,0
4281,0
4282,0
4283,1
4284,0
4286,1
4287,0
4289,0
4290,0
4291,1
4292,1
4293,1
4294,0
4295,0
4296,1
4297,1
4298,1
4299,1
4300,1
4301,1
4304,0
4305,0
4306,0
4307,0
4308,1
4310,1
4311,1
4312,0
4313,0
4314,0
4317,1
4318,0
4319,0
4320,0
4321,0
4322,2
4323,0
4324,0
4326,0
4327,1
4328,0
4329,1
4330,0
4331,1
4332,1
4333,1
4334,1
4335,1
4336,0
4337,1
4338,1
4339,1
4340,2
4341,2
4342,0
4343,1
4345,0
4348,1
4349,1
4352,1
4353,0
4354,2
4355,1
4356,2
4357,0
4358,0
4359,0
4360,0
4361,2
4362,0
4363,0
4365,0
4366,1
4367,0
4368,1
4369,0
4370,1
4371,1
4372,1
4374,1
4375,0
4376,1
4378,0
4379,0
4380,1
4382,0
4383,2
4385,1
4387,0
4388,1
4389,2
4390,2
4391,0
4393,0
4395,1
4396,1
4399,0
4400,1
4402,0
4406,0
4407,1
4408,1
4409,1
4410,1
4411,1
4412,1
4413,1
4415,1
4416,1
4417,1
4418,0
4419,0
4421,0
4422,1
4428,1
4430,1
4431,0
4432,0
4433,1
4434,0
4435,1
4436,1
4437,0
4439,0
4440,1
4444,0
4445,0
4446,0
4448,1
4449,2
4450,0
4451,0
4454,0
4455,0
4456,0
4457,0
4458,1
4459,0
4461,0
4462,0
4463,0
4464,0
4465,1
4466,0
4467,1
4468,0
4470,0
4471,1
4472,1
4473,1
4475,2
4477,0
4478,1
4479,1
4480,0
4481,1
4483,0
4484,1
4485,0
4486,0
4487,1
4488,1
4489,2
4490,1
4491,0
4492,0
4493,1
4494,1
4495,1
4496,0
4498,2
4499,0
4500,1
4501,0
4502,0
4503,1
4505,0
4506,1
4507,0
4508,0
4509,1
4511,1
4512,1
4514,2
4515,0
4516,1
4518,1
4520,1
4521,0
4522,1
4523,1
4524,2
4525,1
4527,0
4528,0
4529,1
4530,2
4532,1
4533,1
4534,1
4535,1
4536,0
4537,1
4538,1
4539,0
4540,1
4541,1
4542,0
4543,1
4544,1
4545,1
4546,2
4547,0
4548,0
4550,0
4551,0
4553,1
4554,1
4555,1
4556,1
4558,2
4559,1
4560,1
4561,1
4562,1
4564,1
4566,0
4567,0
4568,0
4570,0
4571,1
4572,0
4573,1
4574,1
4575,1
4576,1
4577,1
4578,0
4579,1
4580,0
4582,0
4583,1
4586,0
4587,0
4588,0
4589,0
4590,0
4591,1
4592,0
4594,0
4595,1
4596,1
4600,1
4601,0
4602,1
4603,1
4605,0
4606,0
4607,0
4608,0
4610,1
4611,0
4612,1
4614,1
4615,1
4616,0
4617,1
4618,2
4619,1
4620,0
4621,1
4622,0
4623,1
4624,0
4625,1
4626,0
4627,1
4629,1
4630,1
4631,0
4632,0
4634,2
4635,1
4636,0
4637,0
4638,1
4639,1
4640,0
4641,1
4642,0
4644,1
4645,0
4647,0
4648,1
4651,0
4652,0
4653,0
4654,0
4655,1
4656,1
4657,0
4658,2
4660,0
4662,0
4663,0
4664,0
4665,0
4666,0
4667,1
4668,1
4669,0
4670,1
4671,0
4672,0
4674,1
4676,0
4677,0
4678,0
4680,1
4681,1
4682,0
4683,1
4685,2
4687,0
4688,1
4690,1
4691,0
4692,0
4693,1
4694,0
4695,0
4696,1
4697,0
4699,1
4701,1
4702,0
4703,0
4704,0
4706,1
4707,1
4708,2
4709,0
4711,1
4712,0
4713,0
4714,1
4715,1
4716,2
4717,1
4719,1
4720,2
4721,1
4723,1
4724,0
4725,1
4726,1
4727,1
4728,0
4729,1
4730,1
4731,0
4732,1
4733,0
4734,1
4735,0
4736,1
4738,0
4739,0
4741,1
4742,1
4743,1
4744,1
4745,0
4746,1
4749,1
4750,2
4751,0
4752,1
4753,0
4754,0
4755,1
4756,1
4757,1
4758,0
4759,2
4762,1
4763,0
4764,1
4765,1
4766,0
4767,0
4768,0
4769,1
4770,1
4771,0
4772,0
4773,0
4774,0
4775,0
4777,0
4778,1
4779,0
4780,0
4782,1
4783,1
4784,1
4785,1
4786,1
4787,0
4788,1
4789,0
4790,1
4792,1
4793,0
4796,1
4797,1
4798,1
4799,0
4800,1
4801,0
4802,0
4803,0
4804,0
4806,1
4808,1
4810,0
4812,0
4813,0
4814,1
4815,1
4816,1
4817,2
4819,1
4820,0
4822,1
4823,0
4824,0
4825,1
4826,1
4827,1
4829,1
4830,0
4831,0
4832,1
4834,1
4836,2
4837,0
4838,0
4839,2
4840,0
4841,0
4843,1
4845,1
4846,0
4847,1
4848,0
4849,0
4850,1
4851,1
4852,0
4853,1
4854,0
4855,0
4856,0
4857,0
4858,1
4859,1
4860,0
4861,1
4862,1
4863,1
4864,0
4866,0
4867,0
4868,0
4869,1
4871,1
4872,0
4874,0
4875,1
4878,0
4879,0
4881,1
4882,0
4884,0
4885,2
4887,1
4888,1
4889,0
4890,0
4891,0
4893,2
4895,0
4896,2
4897,1
4898,1
4899,0
4900,0
4901,1
4902,0
4905,0
4906,0
4907,0
4908,0
4909,1
4910,1
4914,0
4915,0
4919,1
4920,0
4921,1
4922,1
4923,1
4924,0
4926,1
4927,1
4928,1
4929,2
4930,1
4932,0
4933,0
4934,1
4935,0
4936,1
4938,0
4939,0
4941,1
4942,1
4943,1
4944,1
4945,1
4946,1
4947,0
4949,1
4950,1
4951,1
4952,1
4953,0
4954,1
4955,0
4956,0
4957,1
4958,1
4959,0
4960,1
4961,1
4962,0
4963,0
4964,1
4965,1
4966,1
4967,0
4969,2
4971,2
4972,1
4974,1
4975,0
4976,2
4977,1
4978,1
4979,1
4982,0
4983,0
4984,1
4985,0
4987,1
4988,0
4989,0
4991,1
4992,0
4993,2
4994,1
4996,1
4997,1
4998,1
4999,0
5000,0
5001,1
5002,1
5003,1
5006,0
5007,1
5008,1
5009,1
5011,1
5013,0
5015,0
5016,1
5018,0
5019,0
5020,0
5021,1
5022,0
5024,1
5026,1
5027,0
5028,0
5029,1
5030,1
5031,0
5032,1
5033,0
5035,1
5037,0
5038,1
5039,1
5040,1
5041,1
5042,0
5043,0
5044,1
5046,1
5049,1
5054,1
5055,0
5058,2
5059,1
5060,0
5061,0
5062,0
5063,1
5064,2
5065,0
5066,1
5067,1
5068,1
5069,1
5070,1
5071,1
5072,0
5073,1
5074,0
5075,0
5076,1
5077,1
5078,0
5079,1
5080,1
5081,0
5082,1
5083,0
5084,1
5085,1
5086,1
5087,1
5089,1
5090,1
5091,1
5092,0
5093,0
5094,0
5095,2
5097,1
5098,1
5099,1
5100,0
5103,0
5104,0
5105,1
5106,0
5107,1
5108,1
5110,1
5111,1
5112,0
5113,0
5114,1
5118,1
5119,1
5120,1
5122,1
5123,0
5124,0
5125,1
5126,1
5127,0
5129,0
5130,1
5131,1
5132,1
5134,1
5135,0
5137,1
5138,1
5140,0
5141,1
5142,0
5143,0
5144,1
5145,0
5146,1
5147,1
5148,1
5149,0
5150,0
5151,1
5152,1
5154,1
5155,1
5157,1
5158,1
5159,1
5160,1
5161,1
5162,1
5165,1
5168,1
5171,0
5172,1
5173,1
5174,1
5175,1
5176,1
5177,1
5180,1
5182,0
5183,0
5184,1
5185,0
5186,1
5188,1
5189,0
5190,0
5191,0
5193,0
5194,1
5195,0
5197,0
5198,1
5199,1
5200,0
5201,1
5202,1
5203,1
5204,0
5205,0
5206,0
5207,1
5210,0
5211,1
5212,1
5213,1
5215,0
5216,1
5217,0
5219,2
5220,0
5221,1
5222,1
5223,1
5224,1
5226,0
5228,1
5229,0
5230,2
5231,0
5232,1
5233,0
5234,1
5235,1
5236,1
5237,2
5238,0
5239,1
5240,0
5241,1
5242,1
5245,0
5247,0
5248,0
5249,1
5250,1
5252,1
5255,2
5256,1
5257,0
5258,1
5259,1
5260,1
5261,0
5262,1
5263,1
5264,0
5265,1
5266,0
5267,1
5268,1
5270,1
5271,0
5272,1
5273,1
5274,2
5276,1
5277,1
5278,1
5279,0
5280,1
5281,1
5282,0
5283,0
5284,1
5285,0
5286,2
5287,1
5288,0
5289,1
5291,1
5292,1
5293,1
5294,0
5295,1
5296,1
5297,1
5299,1
5300,1
5301,1
5302,0
5303,0
5305,1
5306,1
5307,0
5308,0
5309,0
5311,0
5312,0
5313,0
5314,1
5315,1
5316,2
5317,0
5318,0
5320,1
5321,1
5322,0
5323,0
5325,0
5326,1
5327,0
5328,1
5329,1
5333,0
5334,1
5335,1
5336,1
5337,0
5339,0
5340,0
5341,1
5342,0
5343,1
5345,1
5346,0
5347,1
5348,1
5349,1
5350,0
5351,1
5352,1
5353,1
5354,1
5355,1
5356,0
5357,1
5359,0
5361,1
5362,0
5363,1
5364,0
5365,2
5366,0
5367,1
5370,1
5371,1
5372,0
5373,1
5374,0
5375,0
5376,0
5378,1
5379,1
5380,0
5381,1
5382,0
5383,0
5384,1
5385,1
5386,1
5388,0
5389,0
5390,2
5392,1
5393,1
5396,1
5397,2
5398,1
5399,0
5400,1
5401,0
5402,1
5403,1
5405,0
5406,2
5407,0
5408,0
5409,1
5410,1
5411,0
5412,1
5413,0
5414,0
5415,1
5417,1
5418,0
5419,1
5420,1
5421,0
5423,1
5424,0
5426,1
5427,1
5428,0
5429,1
5432,1
5433,1
5434,1
5435,0
5436,0
5437,1
5438,0
5439,1
5440,2
5442,0
5443,1
5444,1
5447,1
5449,0
5450,1
5451,1
5452,2
5454,1
5455,0
5457,2
5458,0
5459,0
5460,1
5461,0
5462,1
5463,1
5464,0
5465,1
5468,1
5469,1
5470,1
5471,1
5472,0
5473,1
5474,1
5475,0
5480,2
5482,0
5484,0
5486,1
5487,1
5490,1
5492,2
5493,1
5494,0
5495,0
5498,1
5499,2
5500,0
5503,2
5504,0
5507,1
5509,0
5510,2
5512,0
5513,1
5514,1
5515,1
5516,1
5517,0
5518,1
5519,0
5520,1
5521,1
5522,1
5523,0
5524,1
5525,1
5526,0
5527,1
5528,1
5529,0
5530,0
5533,0
5534,1
5536,1
5537,1
5538,0
5539,0
5540,1
5541,0
5542,0
5543,0
5544,1
5547,0
5548,0
5549,0
5550,0
5551,0
5552,1
5553,1
5555,0
5556,1
5557,1
5559,1
5561,1
5562,1
5563,0
5564,1
5565,1
5567,2
5568,1
5569,1
5570,1
5571,0
5572,1
5573,0
5574,2
5575,1
5576,1
5577,0
5578,1
5579,1
5580,1
5581,1
5582,0
5583,0
5584,0
5585,1
5586,0
5587,1
5588,0
5590,0
5592,0
5593,1
5594,0
5595,1
5596,1
5597,0
5598,0
5600,1
5602,1
5605,0
5606,0
5608,1
5609,0
5610,0
5611,0
5612,2
5613,1
5614,1
5615,1
5616,1
5618,1
5619,0
5620,0
5621,1
5622,1
5623,1
5624,1
5625,0
5626,0
5627,1
5628,1
5629,1
5630,1
5631,1
5632,1
5633,0
5635,0
5636,2
5637,1
5639,0
5640,1
5641,1
5642,1
5643,1
5644,1
5648,0
5649,1
5650,0
5651,0
5652,0
5653,1
5655,2
5656,1
5657,1
5658,1
5660,1
5663,0
5665,1
5666,0
5669,0
5670,0
5671,0
5672,0
5673,1
5675,1
5676,1
5677,1
5678,1
5679,2
5680,1
5681,2
5682,1
5683,1
5687,0
5688,0
5689,1
5690,1
5691,1
5692,0
5693,1
5694,1
5695,1
5696,1
5697,1
5698,1
5700,0
5701,2
5702,0
5703,0
5704,0
5705,0
5706,0
5707,1
5708,1
5710,0
5712,1
5713,0
5714,0
5715,0
5716,0
5717,0
5718,0
5719,0
5720,1
5721,1
5722,1
5724,0
5725,0
5726,1
5727,1
5728,0
5730,1
5731,0
5733,1
5734,1
5735,0
5737,2
5739,1
5740,1
5741,0
5742,1
5743,2
5744,0
5745,0
5746,1
5747,0
5748,0
5751,0
5752,1
5753,1
5754,0
5755,1
5756,1
5757,0
5758,0
5759,1
5760,0
5762,0
5763,1
5765,1
5766,1
5767,1
5769,0
5771,2
5774,1
5775,0
5777,0
5778,0
5779,1
5780,1
5781,0
5782,1
5783,1
5784,1
5785,2
5786,0
5787,1
5788,1
5789,1
5790,1
5791,1
5792,1
5793,0
5794,1
5795,1
5796,1
5797,1
5798,1
5800,0
5802,0
5803,1
5805,1
5806,0
5807,0
5808,0
5809,0
5810,0
5813,1
5816,0
5817,1
5819,1
5820,1
5821,1
5822,1
5824,1
5825,1
5829,0
5830,1
5831,1
5832,2
5835,1
5836,0
5837,0
5838,1
5839,0
5840,1
5842,1
5843,1
5844,1
5845,0
5847,1
5849,1
5850,0
5852,1
5853,1
5854,0
5855,0
5856,0
5857,1
5858,0
5859,1
5862,0
5863,1
5864,1
5865,1
5866,2
5867,1
5869,0
5871,0
5872,1
5873,0
5875,0
5876,1
5879,2
5880,2
5881,0
5882,0
5883,1
5885,0
5886,1
5887,1
5888,0
5889,0
5890,1
5891,1
5892,1
5893,1
5894,0
5895,0
5896,1
5897,1
5899,0
5900,0
5902,2
5903,0
5904,1
5905,1
5908,1
5909,0
5910,0
5912,0
5913,0
5914,0
5915,0
5916,0
5918,0
5919,1
5920,0
5921,1
5922,1
5923,0
5924,1
5927,1
5928,0
5930,0
5931,0
5932,1
5934,0
5935,1
5936,1
5939,0
5942,1
5943,1
5944,0
5945,0
5947,2
5949,0
5953,0
5956,1
5957,0
5958,0
5960,0
5961,0
5962,1
5963,1
5964,0
5965,2
5967,1
5968,0
5969,0
5970,1
5971,1
5973,0
5974,0
5975,1
5977,1
5978,1
5979,1
5980,0
5981,1
5982,0
5984,1
5985,1
5986,1
5987,0
5989,0
5991,0
5992,1
5993,1
5994,1
5995,1
5996,0
5997,1
5999,2
6000,0
6001,2
6003,1
6004,1
6005,1
6006,0
6007,0
6008,1
6009,1
6011,1
6012,1
6013,1
6014,1
6015,1
6016,1
6018,0
6019,2
6020,1
6022,0
6023,1
6026,0
6027,1
6028,1
6029,1
6030,1
6032,0
6033,0
6035,0
6036,1
6037,1
6038,1
6039,1
6040,2
6041,1
6042,1
6044,1
6046,1
6047,1
6048,1
6049,1
6050,1
6052,1
6053,0
6055,2
6056,2
6057,1
6058,2
6059,1
6060,0
6061,1
6062,2
6063,0
6064,1
6065,1
6066,0
6067,1
6068,1
6069,0
6070,0
6071,1
6072,1
6073,0
6074,0
6075,0
6076,1
6078,2
6079,0
6080,1
6081,0
6082,0
6083,0
6086,1
6087,0
6088,1
6089,1
6090,0
6093,0
6095,1
6096,1
6098,0
6099,1
6100,1
6101,1
6102,0
6103,0
6104,2
6105,1
6108,1
6109,1
6111,0
6112,1
6114,1
6115,0
6116,1
6117,0
6118,0
6120,1
6121,1
6122,1
6124,1
6125,2
6126,1
6128,1
6129,1
6130,1
6131,1
6132,1
6133,1
6134,0
6135,1
6136,0
6137,0
6139,0
6140,1
6141,0
6142,0
6143,0
6144,1
6145,1
6146,0
6152,0
6153,1
6154,0
6156,0
6158,1
6159,0
6160,0
6161,0
6162,1
6163,1
6164,1
6165,1
6166,1
6167,2
6168,1
6169,1
6170,1
6171,1
6172,0
6173,0
6174,0
6175,1
6176,1
6177,1
6179,0
6180,0
6182,1
6185,2
6186,0
6187,1
6188,1
6190,1
6191,1
6192,1
6193,0
6195,1
6196,2
6197,1
6199,0
6200,1
6201,2
6202,2
6203,0
6204,0
6205,1
6207,1
6209,0
6210,1
6211,1
6212,0
6213,1
6214,0
6215,1
6216,1
6217,1
6218,1
6219,0
6220,2
6221,1
6222,1
6224,2
6225,1
6226,0
6227,1
6228,1
6229,1
6231,0
6232,0
6233,1
6236,1
6237,1
6238,2
6239,0
6240,0
6241,1
6242,0
6243,0
6244,1
6245,0
6247,1
6248,1
6249,1
6250,1
6251,1
6252,0
6253,0
6254,1
6255,1
6256,1
6257,0
6258,0
6259,1
6260,1
6262,0
6264,1
6266,0
6267,1
6268,1
6270,0
6271,1
6272,1
6273,1
6276,1
6279,1
6280,0
6281,2
6282,1
6283,1
6284,2
6285,0
6286,1
6287,1
6288,1
6289,1
6292,1
6293,0
6294,0
6296,0
6299,2
6301,0
6302,1
6304,0
6305,0
6306,1
6307,1
6308,1
6309,2
6311,2
6313,0
6314,0
6315,0
6316,0
6317,0
6319,1
6320,1
6321,1
6322,1
6323,1
6324,0
6325,1
6327,1
6329,1
6330,0
6331,1
6332,0
6333,1
6334,0
6335,1
6336,0
6337,1
6338,2
6339,1
6340,2
6341,1
6342,1
6343,1
6344,1
6345,1
6347,1
6348,0
6349,1
6350,2
6351,0
6352,1
6354,1
6355,0
6356,1
6357,2
6358,1
6359,0
6360,1
6361,0
6362,0
6363,0
6364,0
6365,1
6366,0
6368,1
6369,2
6370,1
6371,1
6372,1
6373,0
6374,0
6376,1
6377,1
6379,0
6380,2
6381,0
6382,0
6383,2
6384,0
6385,0
6386,1
6388,1
6390,0
6391,2
6392,2
6393,1
6394,0
6396,0
6397,0
6398,1
6399,1
6400,1
6401,0
6402,0
6404,1
6405,1
6406,1
6407,0
6408,1
6410,1
6412,0
6413,1
6414,1
6416,1
6418,1
6419,1
6420,0
6422,1
6424,2
6426,2
6429,0
6431,0
6432,1
6434,1
6435,1
6436,0
6437,2
6439,0
6440,0
6441,1
6442,0
6443,0
6444,1
6445,0
6446,1
6447,2
6448,0
6449,1
6450,1
6451,0
6452,0
6453,2
6455,0
6456,0
6457,1
6458,0
6460,0
6461,1
6462,0
6464,2
6466,0
6467,1
6468,1
6469,1
6472,1
6473,1
6474,0
6475,1
6476,2
6477,1
6478,1
6479,0
6480,0
6482,2
6483,0
6484,1
6485,1
6487,1
6488,0
6489,0
6490,0
6492,2
6493,0
6494,1
6495,0
6497,1
6498,1
6499,2
6500,0
6501,1
6502,1
6503,1
6504,0
6505,1
6506,1
6507,1
6508,0
6509,2
6510,1
6511,0
6512,1
6513,1
6514,1
6515,1
6516,1
6517,0
6518,0
6519,0
6520,0
6521,1
6522,2
6523,1
6524,0
6525,1
6526,1
6527,0
6528,0
6529,1
6530,1
6531,1
6532,1
6533,0
6534,0
6535,1
6536,1
6537,2
6538,0
6539,1
6540,0
6541,1
6542,1
6543,1
6544,0
6546,1
6547,1
6548,2
6549,1
6550,0
6551,2
6552,2
6553,0
6554,0
6555,1
6556,0
6557,0
6558,0
6559,0
6560,1
6561,1
6562,2
6563,0
6565,0
6566,1
6568,1
6570,1
6571,1
6572,1
6573,0
6574,0
6576,1
6577,0
6578,0
6579,1
6580,2
6581,0
6582,0
6583,1
6584,1
6585,1
6587,1
6588,1
6589,0
6590,0
6591,0
6592,0
6594,1
6595,0
6596,1
6597,1
6598,1
6599,1
6600,1
6601,1
6602,1
6603,1
6604,0
6605,1
6606,0
6607,2
6608,0
6611,1
6612,1
6613,1
6614,1
6615,0
6616,1
6617,1
6618,1
6619,1
6620,1
6621,1
6622,1
6623,2
6624,0
6625,1
6627,0
6628,1
6629,1
6630,1
6632,1
6633,0
6635,1
6636,1
6637,0
6638,1
6640,1
6641,1
6642,0
6643,1
6645,0
6648,0
6649,1
6650,1
6651,1
6652,0
6653,1
6654,2
6655,0
6657,1
6658,1
6659,0
6660,0
6661,1
6662,0
6663,0
6664,0
6665,0
6666,1
6667,2
6668,2
6669,1
6670,1
6671,1
6673,1
6674,0
6675,1
6676,1
6677,1
6678,0
6679,2
6682,1
6684,0
6685,0
6686,1
6687,1
6688,2
6689,0
6690,0
6691,1
6692,1
6693,0
6694,2
6695,0
6696,0
6697,1
6698,1
6699,0
6700,0
6701,1
6702,0
6705,1
6707,1
6708,1
6709,1
6711,1
6712,1
6713,2
6715,1
6716,0
6717,0
6718,0
6719,2
6720,0
6721,1
6722,0
6723,2
6724,1
6726,1
6727,0
6728,1
6729,0
6730,1
6731,1
6732,1
6734,1
6735,0
6736,0
6737,1
6738,1
6739,1
6740,1
6741,1
6743,1
6744,0
6745,1
6746,0
6748,1
6749,1
6751,1
6752,1
6753,1
6755,0
6756,1
6757,0
6758,0
6759,2
6760,1
6761,0
6762,1
6763,0
6764,1
6766,2
6767,0
6769,1
6770,1
6771,0
6772,1
6773,1
6774,1
6775,0
6776,1
6777,0
6778,1
6779,1
6780,2
6782,1
6783,2
6784,0
6785,0
6786,2
6788,1
6789,1
6790,1
6791,1
6794,1
6795,2
6797,0
6799,1
6800,1
6802,1
6805,1
6806,0
6807,2
6808,1
6809,1
6810,1
6811,2
6812,0
6813,0
6815,1
6816,1
6817,0
6820,1
6822,1
6825,0
6826,2
6828,1
6830,1
6831,0
6833,1
6835,0
6837,1
6839,1
6840,1
6841,0
6842,1
6843,1
6844,1
6845,2
6846,1
6847,1
6849,1
6850,0
6851,0
6852,0
6853,1
6855,0
6856,1
6857,0
6858,0
6859,0
6860,1
6861,0
6862,1
6863,1
6864,1
6866,0
6868,1
6869,0
6870,1
6872,1
6873,1
6874,0
6876,0
6877,0
6880,1
6881,1
6882,1
6883,0
6884,0
6885,1
6886,1
6887,1
6888,0
6890,0
6891,2
6892,1
6893,0
6894,0
6896,0
6898,2
6899,0
6900,1
6901,2
6902,0
6903,0
6904,0
6906,0
6907,1
6909,0
6910,0
6911,0
6913,0
6914,1
6915,1
6916,1
6918,2
6919,1
6920,1
6921,0
6922,0
6923,0
6924,0
6925,1
6926,1
6927,1
6928,2
6929,1
6931,1
6932,0
6934,0
6935,0
6936,2
6937,0
6938,0
6939,2
6940,0
6941,1
6942,1
6943,1
6944,2
6945,1
6947,1
6948,0
6949,0
6950,1
6951,0
6952,0
6953,2
6954,1
6955,1
6956,0
6957,0
6958,2
6959,0
6960,0
6961,1
6962,0
6963,0
6964,0
6966,1
6967,1
6968,1
6970,1
6971,1
6973,1
6974,0
6975,0
6976,1
6977,0
6979,0
6980,0
6982,0
6983,0
6984,1
6986,0
6987,0
6988,0
6990,1
6992,0
6993,1
6994,0
6995,0
6996,1
6997,0
6998,1
7001,1
7002,2
7003,1
7004,1
7005,1
7006,1
7009,0
7010,0
7011,1
7012,1
7013,0
7016,1
7017,0
7018,1
7019,1
7020,1
7024,0
7026,1
7028,1
7029,0
7030,2
7033,1
7034,0
7035,0
7037,2
7038,2
7039,2
7040,0
7045,1
7046,1
7047,0
7048,1
7049,0
7050,1
7051,0
7052,1
7055,1
7057,1
7059,1
7060,1
7062,0
7063,1
7064,1
7065,1
7066,1
7067,1
7068,1
7069,1
7070,2
7071,2
7072,1
7073,1
7074,1
7076,1
7077,1
7078,0
7079,1
7080,1
7081,0
7082,0
7083,0
7084,1
7085,1
7086,1
7088,0
7089,0
7090,1
7091,0
7092,0
7093,0
7094,0
7096,2
7097,0
7098,1
7099,1
7100,0
7101,1
7102,1
7103,1
7104,0
7105,2
7106,2
7108,0
7109,0
7110,0
7111,0
7112,0
7113,1
7114,0
7115,1
7117,1
7118,2
7119,1
7120,1
7122,0
7124,1
7125,1
7127,1
7128,0
7130,0
7131,1
7132,1
7133,0
7135,0
